公司名称,股票代码,板块,文件名,页码数,时间,文件大小(MB),文件路径,年份
安乃达,603350,沪主板,603350_安乃达_2024-06-28.pdf,445,2024-06-28,8.55,/Users/chenyuang/Desktop/巨潮网资料/2024/603350_安乃达_2024-06-28.pdf,2024
上大股份,301522,创业板,301522_上大股份_2024-10-11.pdf,452,2024-10-11,6.68,/Users/chenyuang/Desktop/巨潮网资料/2024/301522_上大股份_2024-10-11.pdf,2024
上海合晶,688584,科创板,688584_上海合晶_2024-02-05.pdf,345,2024-02-05,7.33,/Users/chenyuang/Desktop/巨潮网资料/2024/688584_上海合晶_2024-02-05.pdf,2024
贝隆精密,301567,创业板,301567_贝隆精密_2024-01-03.pdf,317,2024-01-03,3.93,/Users/chenyuang/Desktop/巨潮网资料/2024/301567_贝隆精密_2024-01-03.pdf,2024
利安科技,300784,创业板,300784_利安科技_2024-05-24.pdf,426,2024-05-24,6.16,/Users/chenyuang/Desktop/巨潮网资料/2024/300784_利安科技_2024-05-24.pdf,2024
华阳智能,301502,创业板,301502_华阳智能_2024-01-30.pdf,325,2024-01-30,8.45,/Users/chenyuang/Desktop/巨潮网资料/2024/301502_华阳智能_2024-01-30.pdf,2024
乔锋智能,301603,创业板,301603_乔锋智能_2024-07-05.pdf,394,2024-07-05,5.65,/Users/chenyuang/Desktop/巨潮网资料/2024/301603_乔锋智能_2024-07-05.pdf,2024
托普云农,301556,创业板,301556_托普云农_2024-10-14.pdf,364,2024-10-14,10.22,/Users/chenyuang/Desktop/巨潮网资料/2024/301556_托普云农_2024-10-14.pdf,2024
美新科技,301588,创业板,301588_美新科技_2024-03-08.pdf,481,2024-03-08,9.75,/Users/chenyuang/Desktop/巨潮网资料/2024/301588_美新科技_2024-03-08.pdf,2024
毓恬冠佳,301173,创业板,301173_毓恬冠佳_2025-02-26.pdf,394,2025-02-26,8.36,/Users/chenyuang/Desktop/巨潮网资料/2025/301173_毓恬冠佳_2025-02-26.pdf,2025
常友科技,301557,创业板,301557_常友科技_2025-02-14.pdf,418,2025-02-14,11.21,/Users/chenyuang/Desktop/巨潮网资料/2025/301557_常友科技_2025-02-14.pdf,2025
恒鑫生活,301501,创业板,301501_恒鑫生活_2025-03-13.pdf,361,2025-03-13,17.5,/Users/chenyuang/Desktop/巨潮网资料/2025/301501_恒鑫生活_2025-03-13.pdf,2025
矽电股份,301629,创业板,301629_矽电股份_2025-03-07.pdf,384,2025-03-07,6.27,/Users/chenyuang/Desktop/巨潮网资料/2025/301629_矽电股份_2025-03-07.pdf,2025
泰鸿万立,603210,沪主板,603210_泰鸿万立_2025-04-03.pdf,384,2025-04-03,9.47,/Users/chenyuang/Desktop/巨潮网资料/2025/603210_泰鸿万立_2025-04-03.pdf,2025
胜科纳米,688757,科创板,688757_胜科纳米_2025-03-20.pdf,465,2025-03-20,6.64,/Users/chenyuang/Desktop/巨潮网资料/2025/688757_胜科纳米_2025-03-20.pdf,2025
技源集团,603262,沪主板,603262_技源集团_2025-07-18.pdf,392,2025-07-18,10.08,/Users/chenyuang/Desktop/巨潮网资料/2025/603262_技源集团_2025-07-18.pdf,2025
优迅股份,688807,科创板,688807_优迅股份_2025-12-12.pdf,383,2025-12-12,5.56,/Users/chenyuang/Desktop/巨潮网资料/2025/688807_优迅股份_2025-12-12.pdf,2025
亚联机械,001395,深主板,001395_亚联机械_2025-01-22.pdf,372,2025-01-22,9.06,/Users/chenyuang/Desktop/巨潮网资料/2025/001395_亚联机械_2025-01-22.pdf,2025
蘅东光,920045,北交所,920045_蘅东光_2025-12-19.pdf,410,2025-12-19,7.03,/Users/chenyuang/Desktop/巨潮网资料/2025/920045_蘅东光_2025-12-19.pdf,2025
丰倍生物,603334,沪主板,603334_丰倍生物_2025-10-31.pdf,341,2025-10-31,5.64,/Users/chenyuang/Desktop/巨潮网资料/2025/603334_丰倍生物_2025-10-31.pdf,2025
南网数字,301638,创业板,301638_南网数字_2025-11-13.pdf,746,2025-11-13,8.85,/Users/chenyuang/Desktop/巨潮网资料/2025/301638_南网数字_2025-11-13.pdf,2025
威高血净,603014,沪主板,603014_威高血净_2025-05-14.pdf,432,2025-05-14,10.32,/Users/chenyuang/Desktop/巨潮网资料/2025/603014_威高血净_2025-05-14.pdf,2025
海安集团,001233,深主板,001233_海安集团_2025-11-20.pdf,413,2025-11-20,7.41,/Users/chenyuang/Desktop/巨潮网资料/2025/001233_海安集团_2025-11-20.pdf,2025
泰禾股份,301665,创业板,301665_泰禾股份_2025-04-07.pdf,679,2025-04-07,9.65,/Users/chenyuang/Desktop/巨潮网资料/2025/301665_泰禾股份_2025-04-07.pdf,2025
肯特催化,603120,沪主板,603120_肯特催化_2025-04-11.pdf,455,2025-04-11,10.07,/Users/chenyuang/Desktop/巨潮网资料/2025/603120_肯特催化_2025-04-11.pdf,2025
信通电子,001388,深主板,001388_信通电子_2025-06-26.pdf,543,2025-06-26,9.87,/Users/chenyuang/Desktop/巨潮网资料/2025/001388_信通电子_2025-06-26.pdf,2025
广信科技,920037,北交所,920037_广信科技_2025-06-24.pdf,4,2025-06-24,0.22,/Users/chenyuang/Desktop/巨潮网资料/2025/920037_广信科技_2025-06-24.pdf,2025
鼎佳精密,920005,北交所,920005_鼎佳精密_2025-07-18.pdf,374,2025-07-18,7.77,/Users/chenyuang/Desktop/巨潮网资料/2025/920005_鼎佳精密_2025-07-18.pdf,2025
江天科技,920121,北交所,920121_江天科技_2025-12-12.pdf,326,2025-12-12,6.42,/Users/chenyuang/Desktop/巨潮网资料/2025/920121_江天科技_2025-12-12.pdf,2025
沐曦股份,688802,科创板,688802_沐曦股份_2025-12-11.pdf,523,2025-12-11,10.13,/Users/chenyuang/Desktop/巨潮网资料/2025/688802_沐曦股份_2025-12-11.pdf,2025
誉帆科技,001396,深主板,001396_誉帆科技_2025-12-25.pdf,427,2025-12-25,8.48,/Users/chenyuang/Desktop/巨潮网资料/2025/001396_誉帆科技_2025-12-25.pdf,2025
江顺科技,001400,深主板,001400_江顺科技_2025-04-11.pdf,381,2025-04-11,4.78,/Users/chenyuang/Desktop/巨潮网资料/2025/001400_江顺科技_2025-04-11.pdf,2025
海博思创,688411,科创板,688411_海博思创_2025-01-22.pdf,579,2025-01-22,11.91,/Users/chenyuang/Desktop/巨潮网资料/2025/688411_海博思创_2025-01-22.pdf,2025
新恒汇,301678,创业板,301678_新恒汇_2025-06-17.pdf,421,2025-06-17,9.22,/Users/chenyuang/Desktop/巨潮网资料/2025/301678_新恒汇_2025-06-17.pdf,2025
陕西旅游,603402,沪主板,603402_陕西旅游_2025-12-18.pdf,885,2025-12-18,55.91,/Users/chenyuang/Desktop/巨潮网资料/2025/603402_陕西旅游_2025-12-18.pdf,2025
山大电力,301609,创业板,301609_山大电力_2025-07-18.pdf,453,2025-07-18,9.13,/Users/chenyuang/Desktop/巨潮网资料/2025/301609_山大电力_2025-07-18.pdf,2025
思看科技,688583,科创板,688583_思看科技_2025-01-10.pdf,520,2025-01-10,12.74,/Users/chenyuang/Desktop/巨潮网资料/2025/688583_思看科技_2025-01-10.pdf,2025
百奥赛图,688796,科创板,688796_百奥赛图_2025-12-04.pdf,600,2025-12-04,9.98,/Users/chenyuang/Desktop/巨潮网资料/2025/688796_百奥赛图_2025-12-04.pdf,2025
华之杰,603400,沪主板,603400_华之杰_2025-06-16.pdf,447,2025-06-16,6.96,/Users/chenyuang/Desktop/巨潮网资料/2025/603400_华之杰_2025-06-16.pdf,2025
天有为,603202,沪主板,603202_天有为_2025-04-18.pdf,410,2025-04-18,6.2,/Users/chenyuang/Desktop/巨潮网资料/2025/603202_天有为_2025-04-18.pdf,2025
浙江华业,301616,创业板,301616_浙江华业_2025-03-13.pdf,323,2025-03-13,7.02,/Users/chenyuang/Desktop/巨潮网资料/2025/301616_浙江华业_2025-03-13.pdf,2025
汇通控股,603409,沪主板,603409_汇通控股_2025-02-27.pdf,388,2025-02-27,8.21,/Users/chenyuang/Desktop/巨潮网资料/2025/603409_汇通控股_2025-02-27.pdf,2025
华电新能,600930,沪主板,600930_华电新能_2025-07-11.pdf,1272,2025-07-11,15.16,/Users/chenyuang/Desktop/巨潮网资料/2025/600930_华电新能_2025-07-11.pdf,2025
中诚咨询,920003,北交所,920003_中诚咨询_2025-10-24.pdf,416,2025-10-24,8.13,/Users/chenyuang/Desktop/巨潮网资料/2025/920003_中诚咨询_2025-10-24.pdf,2025
弘景光电,301479,创业板,301479_弘景光电_2025-03-10.pdf,421,2025-03-10,6.14,/Users/chenyuang/Desktop/巨潮网资料/2025/301479_弘景光电_2025-03-10.pdf,2025
天溯计量,301449,创业板,301449_天溯计量_2025-12-18.pdf,481,2025-12-18,5.14,/Users/chenyuang/Desktop/巨潮网资料/2025/301449_天溯计量_2025-12-18.pdf,2025
恒坤新材,688727,科创板,688727_恒坤新材_2025-11-13.pdf,403,2025-11-13,7.22,/Users/chenyuang/Desktop/巨潮网资料/2025/688727_恒坤新材_2025-11-13.pdf,2025
昂瑞微,688790,科创板,688790_昂瑞微_2025-12-11.pdf,496,2025-12-11,15.46,/Users/chenyuang/Desktop/巨潮网资料/2025/688790_昂瑞微_2025-12-11.pdf,2025
双欣环保,001369,深主板,001369_双欣环保_2025-12-25.pdf,510,2025-12-25,6.92,/Users/chenyuang/Desktop/巨潮网资料/2025/001369_双欣环保_2025-12-25.pdf,2025
优优绿能,301590,创业板,301590_优优绿能_2025-05-30.pdf,449,2025-05-30,6.39,/Users/chenyuang/Desktop/巨潮网资料/2025/301590_优优绿能_2025-05-30.pdf,2025
古麒绒材,001390,深主板,001390_古麒绒材_2025-05-23.pdf,347,2025-05-23,7.99,/Users/chenyuang/Desktop/巨潮网资料/2025/001390_古麒绒材_2025-05-23.pdf,2025
大明电子,603376,沪主板,603376_大明电子_2025-10-30.pdf,382,2025-10-30,5.81,/Users/chenyuang/Desktop/巨潮网资料/2025/603376_大明电子_2025-10-30.pdf,2025
同宇新材,301630,创业板,301630_同宇新材_2025-06-27.pdf,333,2025-06-27,6.34,/Users/chenyuang/Desktop/巨潮网资料/2025/301630_同宇新材_2025-06-27.pdf,2025
北矿检测,920160,北交所,920160_北矿检测_2025-10-30.pdf,298,2025-10-30,5.12,/Users/chenyuang/Desktop/巨潮网资料/2025/920160_北矿检测_2025-10-30.pdf,2025
摩尔线程,688795,科创板,688795_摩尔线程_2025-11-28.pdf,466,2025-11-28,12.11,/Users/chenyuang/Desktop/巨潮网资料/2025/688795_摩尔线程_2025-11-28.pdf,2025
新广益,301687,创业板,301687_新广益_2025-12-26.pdf,362,2025-12-26,8.08,/Users/chenyuang/Desktop/巨潮网资料/2025/301687_新广益_2025-12-26.pdf,2025
酉立智能,920007,北交所,920007_酉立智能_2025-07-25.pdf,384,2025-07-25,5.41,/Users/chenyuang/Desktop/巨潮网资料/2025/920007_酉立智能_2025-07-25.pdf,2025
新亚电缆,001382,深主板,001382_新亚电缆_2025-03-17.pdf,393,2025-03-17,5.43,/Users/chenyuang/Desktop/巨潮网资料/2025/001382_新亚电缆_2025-03-17.pdf,2025
科马材料,920086,北交所,920086_科马材料_2025-12-31.pdf,361,2025-12-31,8.48,/Users/chenyuang/Desktop/巨潮网资料/2025/920086_科马材料_2025-12-31.pdf,2025
屹唐股份,688729,科创板,688729_屹唐股份_2025-07-03.pdf,343,2025-07-03,9.29,/Users/chenyuang/Desktop/巨潮网资料/2025/688729_屹唐股份_2025-07-03.pdf,2025
影石创新,688775,科创板,688775_影石创新_2025-06-06.pdf,555,2025-06-06,9.58,/Users/chenyuang/Desktop/巨潮网资料/2025/688775_影石创新_2025-06-06.pdf,2025
泽润新能,301636,创业板,301636_泽润新能_2025-05-07.pdf,396,2025-05-07,4.84,/Users/chenyuang/Desktop/巨潮网资料/2025/301636_泽润新能_2025-05-07.pdf,2025
元创股份,001325,深主板,001325_元创股份_2025-12-05.pdf,369,2025-12-05,5.13,/Users/chenyuang/Desktop/巨潮网资料/2025/001325_元创股份_2025-12-05.pdf,2025
南特科技,920124,北交所,920124_南特科技_2025-11-07.pdf,332,2025-11-07,5.46,/Users/chenyuang/Desktop/巨潮网资料/2025/920124_南特科技_2025-11-07.pdf,2025
兴福电子,688545,科创板,688545_兴福电子_2025-01-17.pdf,503,2025-01-17,6.49,/Users/chenyuang/Desktop/巨潮网资料/2025/688545_兴福电子_2025-01-17.pdf,2025
强一股份,688809,科创板,688809_强一股份_2025-12-25.pdf,385,2025-12-25,5.35,/Users/chenyuang/Desktop/巨潮网资料/2025/688809_强一股份_2025-12-25.pdf,2025
汉朔科技,301275,创业板,301275_汉朔科技_2025-03-06.pdf,465,2025-03-06,6.16,/Users/chenyuang/Desktop/巨潮网资料/2025/301275_汉朔科技_2025-03-06.pdf,2025
悍高集团,001221,深主板,001221_悍高集团_2025-07-25.pdf,565,2025-07-25,12.68,/Users/chenyuang/Desktop/巨潮网资料/2025/001221_悍高集团_2025-07-25.pdf,2025
汉邦科技,688755,科创板,688755_汉邦科技_2025-05-13.pdf,411,2025-05-13,7.43,/Users/chenyuang/Desktop/巨潮网资料/2025/688755_汉邦科技_2025-05-13.pdf,2025
交大铁发,920027,北交所,920027_交大铁发_2025-05-23.pdf,375,2025-05-23,6.74,/Users/chenyuang/Desktop/巨潮网资料/2025/920027_交大铁发_2025-05-23.pdf,2025
宏工科技,301662,创业板,301662_宏工科技_2025-04-14.pdf,501,2025-04-14,11.11,/Users/chenyuang/Desktop/巨潮网资料/2025/301662_宏工科技_2025-04-14.pdf,2025
天工股份,920068,北交所,920068_天工股份_2025-04-24.pdf,306,2025-04-24,6.03,/Users/chenyuang/Desktop/巨潮网资料/2025/920068_天工股份_2025-04-24.pdf,2025
众捷汽车,301560,创业板,301560_众捷汽车_2025-04-21.pdf,443,2025-04-21,8.17,/Users/chenyuang/Desktop/巨潮网资料/2025/301560_众捷汽车_2025-04-21.pdf,2025
健信超导,688805,科创板,688805_健信超导_2025-12-19.pdf,310,2025-12-19,5.31,/Users/chenyuang/Desktop/巨潮网资料/2025/688805_健信超导_2025-12-19.pdf,2025
南山铝业,600219,沪主板,600219_南山铝业_2025-03-18.pdf,3,2025-03-18,0.15,/Users/chenyuang/Desktop/巨潮网资料/2025/600219_南山铝业_2025-03-18.pdf,2025
德力佳,603092,沪主板,603092_德力佳_2025-11-03.pdf,367,2025-11-03,4.53,/Users/chenyuang/Desktop/巨潮网资料/2025/603092_德力佳_2025-11-03.pdf,2025
江南新材,603124,沪主板,603124_江南新材_2025-03-14.pdf,397,2025-03-14,9.31,/Users/chenyuang/Desktop/巨潮网资料/2025/603124_江南新材_2025-03-14.pdf,2025
锡华科技,603248,沪主板,603248_锡华科技_2025-12-18.pdf,392,2025-12-18,6.82,/Users/chenyuang/Desktop/巨潮网资料/2025/603248_锡华科技_2025-12-18.pdf,2025
宏海科技,920108,北交所,920108_宏海科技_2025-01-15.pdf,421,2025-01-15,6.28,/Users/chenyuang/Desktop/巨潮网资料/2025/920108_宏海科技_2025-01-15.pdf,2025
浙江华远,301535,创业板,301535_浙江华远_2025-03-20.pdf,336,2025-03-20,4.86,/Users/chenyuang/Desktop/巨潮网资料/2025/301535_浙江华远_2025-03-20.pdf,2025
惠通科技,301601,创业板,301601_惠通科技_2025-01-10.pdf,508,2025-01-10,18.62,/Users/chenyuang/Desktop/巨潮网资料/2025/301601_惠通科技_2025-01-10.pdf,2025
超研股份,301602,创业板,301602_超研股份_2025-01-17.pdf,404,2025-01-17,10.92,/Users/chenyuang/Desktop/巨潮网资料/2025/301602_超研股份_2025-01-17.pdf,2025
大鹏工业,920091,北交所,920091_大鹏工业_2025-11-03.pdf,391,2025-11-03,6.76,/Users/chenyuang/Desktop/巨潮网资料/2025/920091_大鹏工业_2025-11-03.pdf,2025
富岭股份,001356,深主板,001356_富岭股份_2025-01-20.pdf,398,2025-01-20,9.82,/Users/chenyuang/Desktop/巨潮网资料/2025/001356_富岭股份_2025-01-20.pdf,2025
中国铀业,001280,深主板,001280_中国铀业_2025-11-27.pdf,568,2025-11-27,11.64,/Users/chenyuang/Desktop/巨潮网资料/2025/001280_中国铀业_2025-11-27.pdf,2025
开发科技,920029,北交所,920029_开发科技_2025-03-14.pdf,380,2025-03-14,5.34,/Users/chenyuang/Desktop/巨潮网资料/2025/920029_开发科技_2025-03-14.pdf,2025
太力科技,301595,创业板,301595_太力科技_2025-05-14.pdf,452,2025-05-14,8.26,/Users/chenyuang/Desktop/巨潮网资料/2025/301595_太力科技_2025-05-14.pdf,2025
中策橡胶,603049,沪主板,603049_中策橡胶_2025-05-29.pdf,582,2025-05-29,33.2,/Users/chenyuang/Desktop/巨潮网资料/2025/603049_中策橡胶_2025-05-29.pdf,2025
精创电气,920035,北交所,920035_精创电气_2025-11-14.pdf,451,2025-11-14,7.31,/Users/chenyuang/Desktop/巨潮网资料/2025/920035_精创电气_2025-11-14.pdf,2025
信凯科技,001335,深主板,001335_信凯科技_2025-04-07.pdf,452,2025-04-07,7.7,/Users/chenyuang/Desktop/巨潮网资料/2025/001335_信凯科技_2025-04-07.pdf,2025
永杰新材,603271,沪主板,603271_永杰新材_2025-03-06.pdf,507,2025-03-06,10.28,/Users/chenyuang/Desktop/巨潮网资料/2025/603271_永杰新材_2025-03-06.pdf,2025
中国瑞林,603257,沪主板,603257_中国瑞林_2025-04-01.pdf,780,2025-04-01,9.23,/Users/chenyuang/Desktop/巨潮网资料/2025/603257_中国瑞林_2025-04-01.pdf,2025
首航新能,301658,创业板,301658_首航新能_2025-03-28.pdf,446,2025-03-28,12.06,/Users/chenyuang/Desktop/巨潮网资料/2025/301658_首航新能_2025-03-28.pdf,2025
纳百川,301667,创业板,301667_纳百川_2025-12-12.pdf,425,2025-12-12,6.67,/Users/chenyuang/Desktop/巨潮网资料/2025/301667_纳百川_2025-12-12.pdf,2025
宏明电子,301682,创业板,301682_宏明电子_2026-03-20.pdf,543,2026-03-20,13.42,/Users/chenyuang/Desktop/巨潮网资料/2026/301682_宏明电子_2026-03-20.pdf,2026
悦龙科技,920188,北交所,920188_悦龙科技_2026-03-12.pdf,365,2026-03-12,8.02,/Users/chenyuang/Desktop/巨潮网资料/2026/920188_悦龙科技_2026-03-12.pdf,2026
晨光电机,920011,北交所,920011_晨光电机_2026-03-23.pdf,309,2026-03-23,6.0,/Users/chenyuang/Desktop/巨潮网资料/2026/920011_晨光电机_2026-03-23.pdf,2026
普昂医疗,920069,北交所,920069_普昂医疗_2026-03-16.pdf,375,2026-03-16,6.0,/Users/chenyuang/Desktop/巨潮网资料/2026/920069_普昂医疗_2026-03-16.pdf,2026
维通利,001393,深主板,001393_维通利_2026-05-12.pdf,382,2026-05-12,5.91,/Users/chenyuang/Desktop/巨潮网资料/2026/001393_维通利_2026-05-12.pdf,2026
慧谷新材,301683,创业板,301683_慧谷新材_2026-03-26.pdf,450,2026-03-26,12.55,/Users/chenyuang/Desktop/巨潮网资料/2026/301683_慧谷新材_2026-03-26.pdf,2026
隆源股份,920055,北交所,920055_隆源股份_2026-03-19.pdf,341,2026-03-19,6.44,/Users/chenyuang/Desktop/巨潮网资料/2026/920055_隆源股份_2026-03-19.pdf,2026
恒道科技,920177,北交所,920177_恒道科技_2026-04-02.pdf,290,2026-04-02,6.18,/Users/chenyuang/Desktop/巨潮网资料/2026/920177_恒道科技_2026-04-02.pdf,2026
天海电子,001365,深主板,001365_天海电子_2026-05-13.pdf,547,2026-05-13,7.91,/Users/chenyuang/Desktop/巨潮网资料/2026/001365_天海电子_2026-05-13.pdf,2026
有研复材,688811,科创板,688811_有研复材_2026-04-03.pdf,337,2026-04-03,5.33,/Users/chenyuang/Desktop/巨潮网资料/2026/688811_有研复材_2026-04-03.pdf,2026
视涯科技,688781,科创板,688781_视涯科技_2026-03-20.pdf,464,2026-03-20,8.36,/Users/chenyuang/Desktop/巨潮网资料/2026/688781_视涯科技_2026-03-20.pdf,2026
尚水智能,301513,创业板,301513_尚水智能_2026-04-14.pdf,436,2026-04-14,8.32,/Users/chenyuang/Desktop/巨潮网资料/2026/301513_尚水智能_2026-04-14.pdf,2026
福恩股份,001312,深主板,001312_福恩股份_2026-04-16.pdf,354,2026-04-16,5.99,/Users/chenyuang/Desktop/巨潮网资料/2026/001312_福恩股份_2026-04-16.pdf,2026
瑞尔竞达,920191,北交所,920191_瑞尔竞达_2026-04-07.pdf,423,2026-04-07,5.61,/Users/chenyuang/Desktop/巨潮网资料/2026/920191_瑞尔竞达_2026-04-07.pdf,2026
埃泰克,603293,沪主板,603293_埃泰克_2026-04-13.pdf,464,2026-04-13,9.61,/Users/chenyuang/Desktop/巨潮网资料/2026/603293_埃泰克_2026-04-13.pdf,2026
长进光子,688635,科创板,688635_长进光子_2026-05-22.pdf,343,2026-05-22,6.04,/Users/chenyuang/Desktop/巨潮网资料/2026/688635_长进光子_2026-05-22.pdf,2026
国亮新材,920076,北交所,920076_国亮新材_2026-01-12.pdf,335,2026-01-12,6.66,/Users/chenyuang/Desktop/巨潮网资料/2026/920076_国亮新材_2026-01-12.pdf,2026
美德乐,920119,北交所,920119_美德乐_2026-01-19.pdf,360,2026-01-19,5.45,/Users/chenyuang/Desktop/巨潮网资料/2026/920119_美德乐_2026-01-19.pdf,2026
嘉晨智能,920096,北交所,920096_嘉晨智能_2026-04-29.pdf,365,2026-04-29,7.07,/Users/chenyuang/Desktop/巨潮网资料/2026/920096_嘉晨智能_2026-04-29.pdf,2026
锐翔智能,920178,北交所,920178_锐翔智能_2026-04-23.pdf,349,2026-04-23,5.13,/Users/chenyuang/Desktop/巨潮网资料/2026/920178_锐翔智能_2026-04-23.pdf,2026
春光集团,301531,创业板,301531_春光集团_2026-04-30.pdf,381,2026-04-30,5.9,/Users/chenyuang/Desktop/巨潮网资料/2026/301531_春光集团_2026-04-30.pdf,2026
中科仪,920186,北交所,920186_中科仪_2026-04-22.pdf,348,2026-04-22,6.71,/Users/chenyuang/Desktop/巨潮网资料/2026/920186_中科仪_2026-04-22.pdf,2026
振宏股份,920200,北交所,920200_振宏股份_2026-04-20.pdf,337,2026-04-20,5.2,/Users/chenyuang/Desktop/巨潮网资料/2026/920200_振宏股份_2026-04-20.pdf,2026
海昌智能,920156,北交所,920156_海昌智能_2026-04-13.pdf,373,2026-04-13,7.26,/Users/chenyuang/Desktop/巨潮网资料/2026/920156_海昌智能_2026-04-13.pdf,2026
大普微,301666,创业板,301666_大普微_2026-04-10.pdf,440,2026-04-10,7.81,/Users/chenyuang/Desktop/巨潮网资料/2026/301666_大普微_2026-04-10.pdf,2026
新天力,920218,北交所,920218_新天力_2026-05-18.pdf,335,2026-05-18,7.84,/Users/chenyuang/Desktop/巨潮网资料/2026/920218_新天力_2026-05-18.pdf,2026
朗信电气,920220,北交所,920220_朗信电气_2026-05-11.pdf,425,2026-05-11,7.82,/Users/chenyuang/Desktop/巨潮网资料/2026/920220_朗信电气_2026-05-11.pdf,2026
创达新材,920012,北交所,920012_创达新材_2026-03-30.pdf,294,2026-03-30,5.7,/Users/chenyuang/Desktop/巨潮网资料/2026/920012_创达新材_2026-03-30.pdf,2026
联讯仪器,688808,科创板,688808_联讯仪器_2026-04-20.pdf,397,2026-04-20,8.47,/Users/chenyuang/Desktop/巨潮网资料/2026/688808_联讯仪器_2026-04-20.pdf,2026
盛龙股份,001257,深主板,001257_盛龙股份_2026-03-26.pdf,563,2026-03-26,7.35,/Users/chenyuang/Desktop/巨潮网资料/2026/001257_盛龙股份_2026-03-26.pdf,2026
族兴新材,920078,北交所,920078_族兴新材_2026-03-05.pdf,406,2026-03-05,6.84,/Users/chenyuang/Desktop/巨潮网资料/2026/920078_族兴新材_2026-03-05.pdf,2026
爱舍伦,920050,北交所,920050_爱舍伦_2026-01-08.pdf,357,2026-01-08,5.73,/Users/chenyuang/Desktop/巨潮网资料/2026/920050_爱舍伦_2026-01-08.pdf,2026
龙辰科技,920161,北交所,920161_龙辰科技_2026-05-14.pdf,379,2026-05-14,5.76,/Users/chenyuang/Desktop/巨潮网资料/2026/920161_龙辰科技_2026-05-14.pdf,2026
红板科技,603459,沪主板,603459_红板科技_2026-04-02.pdf,409,2026-04-02,11.92,/Users/chenyuang/Desktop/巨潮网资料/2026/603459_红板科技_2026-04-02.pdf,2026
新恒泰,920028,北交所,920028_新恒泰_2026-03-09.pdf,319,2026-03-09,5.41,/Users/chenyuang/Desktop/巨潮网资料/2026/920028_新恒泰_2026-03-09.pdf,2026
鸿仕达,920125,北交所,920125_鸿仕达_2026-04-09.pdf,305,2026-04-09,5.68,/Users/chenyuang/Desktop/巨潮网资料/2026/920125_鸿仕达_2026-04-09.pdf,2026
嘉德利,603435,沪主板,603435_嘉德利_2026-05-19.pdf,315,2026-05-19,8.89,/Users/chenyuang/Desktop/巨潮网资料/2026/603435_嘉德利_2026-05-19.pdf,2026
盛合晶微,688820,科创板,688820_盛合晶微_2026-04-15.pdf,480,2026-04-15,7.39,/Users/chenyuang/Desktop/巨潮网资料/2026/688820_盛合晶微_2026-04-15.pdf,2026
惠康科技,001237,深主板,001237_惠康科技_2026-05-19.pdf,486,2026-05-19,6.84,/Users/chenyuang/Desktop/巨潮网资料/2026/001237_惠康科技_2026-05-19.pdf,2026
农大科技,920159,北交所,920159_农大科技_2026-01-15.pdf,384,2026-01-15,6.53,/Users/chenyuang/Desktop/巨潮网资料/2026/920159_农大科技_2026-01-15.pdf,2026
新睿电子,920211,北交所,920211_新睿电子_2026-05-21.pdf,311,2026-05-21,6.31,/Users/chenyuang/Desktop/巨潮网资料/2026/920211_新睿电子_2026-05-21.pdf,2026
泰金新能,688813,科创板,688813_泰金新能_2026-03-26.pdf,490,2026-03-26,6.83,/Users/chenyuang/Desktop/巨潮网资料/2026/688813_泰金新能_2026-03-26.pdf,2026
长裕集团,603407,沪主板,603407_长裕集团_2026-05-06.pdf,469,2026-05-06,8.42,/Users/chenyuang/Desktop/巨潮网资料/2026/603407_长裕集团_2026-05-06.pdf,2026
至信股份,603352,沪主板,603352_至信股份_2026-01-12.pdf,420,2026-01-12,15.37,/Users/chenyuang/Desktop/巨潮网资料/2026/603352_至信股份_2026-01-12.pdf,2026
三瑞智能,301696,创业板,301696_三瑞智能_2026-04-02.pdf,387,2026-04-02,7.12,/Users/chenyuang/Desktop/巨潮网资料/2026/301696_三瑞智能_2026-04-02.pdf,2026
理奇智能,301599,创业板,301599_理奇智能_2026-04-24.pdf,448,2026-04-24,6.63,/Users/chenyuang/Desktop/巨潮网资料/2026/301599_理奇智能_2026-04-24.pdf,2026
赛英电子,920181,北交所,920181_赛英电子_2026-03-26.pdf,304,2026-03-26,6.33,/Users/chenyuang/Desktop/巨潮网资料/2026/920181_赛英电子_2026-03-26.pdf,2026
